service,flag,logged_in,serror_rate,srv_serror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_serror_rate,dst_host_srv_serror_rate,class
eco_i,SF,0,0,0,1,4,188,0,0,ipsweep
private,S0,0,1,1,0.01,255,6,1,1,neptune
smtp,SF,1,0,0,1,182,213,0,0,normal
private,REJ,0,0,0,0.04,255,6,0,0,neptune
http,SF,1,0,0,1,255,245,0,0,normal
echo,S0,0,1,1,0.01,255,3,1,1,neptune
netbios_dgm,S0,0,1,1,0.02,255,5,1,1,neptune
ntp_u,SF,0,0,0,1,42,36,0,0,normal
bgp,S0,0,1,1,0.07,255,20,1,1,neptune
http,SF,1,0,0,1,7,255,0,0.01,normal
private,S0,0,1,1,0.19,255,8,1,1,neptune
http,SF,1,0,0,1,88,245,0,0,normal
http,SF,1,0,0,1,84,246,0,0,normal
domain_u,SF,0,0,0,1,255,251,0,0,normal
gopher,S0,0,1,1,0.03,255,7,1,1,neptune
netbios_ns,S0,0,1,1,0.05,255,10,1,1,neptune
eco_i,SF,0,0,0,1,1,107,0,0,ipsweep
courier,S0,0,1,1,0.11,255,12,1,1,neptune
domain_u,SF,0,0,0,0.99,255,255,0,0,normal
http,SF,1,0,0,1,12,255,0,0,normal
private,S0,0,1,1,0.64,255,16,1,1,neptune
http,SF,1,0,0,1,255,249,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,SF,0,0,0,0.27,255,6,0,0,satan
http,SF,1,0,0,1,255,255,0,0,normal
supdup,S0,0,1,1,0.06,255,14,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
courier,REJ,0,0,0,0.07,255,7,0,0,neptune
http,SF,1,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,0.99,255,228,0,0,normal
other,SF,0,0,0,1,255,1,0,0,normal
mtp,S0,0,1,1,0.04,255,9,1,1,neptune
telnet,RSTO,0,0,0,1,16,16,0.06,0.06,guess_passwd
http,SF,1,0,0,1,120,255,0,0,normal
ecr_i,SF,0,0,0,1,255,76,0.12,0,smurf
http,SF,1,0,0,1,7,255,0,0,normal
ftp,S0,0,1,1,0.04,255,10,1,1,neptune
other,SF,0,0,0,1,255,1,0,0,normal
http,SF,1,0,0,1,46,255,0,0,normal
other,SF,0,0,0,1,255,1,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
domain_u,SF,0,0,0,0.99,255,254,0,0,normal
http,SF,1,0,0,1,32,255,0,0,normal
domain_u,SF,0,0,0,1,255,235,0,0,normal
smtp,SF,1,0,0,1,255,134,0.02,0.01,normal
ftp_data,S0,0,1,1,0.11,255,46,1,1,neptune
http,SF,1,0,0,1,27,255,0,0,normal
http,S0,0,0.75,0.86,0.75,255,47,1,1,neptune
private,S0,0,1,1,0.15,255,39,1,1,neptune
eco_i,SF,0,0,0,1,4,116,0,0,ipsweep
http,SF,1,0,0,1,23,255,0,0,normal
other,SF,0,0,0,0.5,255,4,0,0,normal
private,S0,0,1,1,0.03,255,7,1,1,neptune
eco_i,SF,0,0,0,1,1,138,0,0,ipsweep
private,S0,0,1,1,0.07,255,8,1,1,neptune
daytime,RSTO,0,0,0,0.05,255,13,0,0,neptune
domain_u,SF,0,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.1,255,12,1,1,neptune
eco_i,SF,0,0,0,1,1,253,0,0,nmap
private,S0,0,1,1,0.15,255,40,1,1,neptune
private,S0,0,1,1,0.04,255,11,1,1,neptune
ctf,REJ,0,0,0,0.02,255,5,0,0,neptune
daytime,S0,0,1,1,0.02,255,5,1,1,neptune
smtp,SF,1,0,0,1,19,231,0,0,normal
http,SF,1,0,0,1,255,241,0,0,normal
smtp,SF,1,0,0,1,90,132,0,0,normal
auth,S0,0,1,1,0.03,255,9,1,1,neptune
private,S0,0,1,1,0.1,255,19,1,1,neptune
http,SF,1,0,0,1,87,255,0,0,normal
domain_u,SF,0,0,0,0.99,255,254,0,0,normal
private,S0,0,1,1,0.05,255,9,1,1,neptune
http,SF,1,0,0,1,8,255,0,0,normal
ftp_data,SF,1,0,0,1,180,76,0,0,normal
http,SF,1,0,0,1,255,251,0,0,normal
http,SF,1,0,0,1,189,255,0.01,0.01,normal
ftp_data,SF,1,0,0,1,137,91,0,0,normal
http,SF,1,0,0,1,32,255,0,0,normal
ftp_data,SF,1,0,0,1,255,92,0,0,normal
eco_i,SF,0,0,0,1,4,136,0,0,nmap
http,SF,1,0,0,1,3,255,0,0,normal
http,REJ,0,0,0,1,4,185,0,0,normal
private,SF,0,0,0,1,140,116,0,0,nmap
other,RSTR,0,0,0,1,255,2,0,0,portsweep
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
other,SF,0,0.05,0,0.05,255,1,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,133,255,0,0,normal
other,SF,0,0,0,1,255,2,0,0,normal
eco_i,SF,0,0,0,1,1,49,0,0,ipsweep
ftp_data,S0,0,1,1,0.49,41,65,0.95,0.29,neptune
http,S0,0,1,1,0.02,255,5,1,1,neptune
private,S0,0,1,1,0.23,255,10,1,1,neptune
domain_u,SF,0,0,0,0.99,200,161,0,0,normal
private,S0,0,1,1,0.05,255,18,1,1,neptune
ftp_data,SF,0,0,0,1,255,112,0,0,normal
http,SF,1,0,0,1,40,255,0.03,0.01,normal
ecr_i,SF,0,0,0,1,255,193,0,0,smurf
http,REJ,0,0,0,1,142,255,0,0,normal
http,SF,1,0,0,1,79,255,0,0,normal
private,S0,0,1,1,0.02,255,20,1,1,neptune
http,SF,1,0,0,1,9,255,0,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
http,S0,0,1,1,0.4,100,28,1,1,neptune
ftp,SF,1,0,0,1,130,30,0,0,normal
http,S0,0,0.97,1,0.25,255,33,1,1,neptune
http,SF,1,0,0,1,255,228,0,0,normal
private,S0,0,1,1,0.1,255,25,1,1,neptune
http,SF,1,0,0,1,4,255,0,0,normal
eco_i,SF,0,0,0,1,4,61,0,0,nmap
smtp,SF,1,0,0,1,32,72,0,0,normal
http,SF,1,0.5,0.11,1,255,255,0,0,normal
http,SF,1,0,0,1,7,255,0,0,normal
http,SF,1,0,0,1,3,255,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0.08,0.08,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,255,227,0,0,normal
http,SF,1,0,0,1,106,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http_443,RSTR,0,0,0,1,255,1,0,0,portsweep
kshell,S0,0,1,1,0.12,255,7,1,1,neptune
systat,S0,0,1,1,0.01,255,2,1,1,neptune
private,S0,0,1,1,0.03,255,4,1,1,neptune
other,REJ,0,0.06,0,0,255,1,0.02,0,satan
other,SF,0,0,0,1,255,1,0,0,normal
nntp,S0,0,1,1,0.25,255,18,1,1,neptune
http,SF,1,0,0,1,255,255,0.01,0.01,normal
private,S0,0,1,1,0.01,255,4,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,REJ,0,0.03,0,0,255,1,0.03,0,satan
http,SF,1,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,55,255,0,0,normal
smtp,SF,1,0,0,1,153,100,0.01,0.01,normal
uucp_path,REJ,0,0,0,0.05,255,12,0,0,neptune
http,SF,1,0,0,1,99,92,0,0,normal
private,SF,0,0,0,1,57,49,0,0,nmap
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
link,REJ,0,0,0,0.01,255,2,0,0,neptune
other,SF,0,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.03,255,19,1,1,neptune
http,SF,1,0,0,1,30,255,0.03,0.01,normal
private,SF,0,0,0,1,255,8,0,0,satan
http,SF,1,0,0,1,34,255,0,0,normal
http,SF,1,0,0,1,148,255,0,0,normal
ecr_i,SF,0,0,0,1,255,40,0.06,0,smurf
telnet,S0,0,1,1,0.23,255,51,1,1,neptune
http,SF,1,0,0,1,45,170,0,0,normal
whois,S0,0,1,1,0.14,255,19,1,1,neptune
private,S0,0,1,1,0.07,255,15,1,1,neptune
sunrpc,S0,0,1,1,0.09,255,21,1,1,neptune
http,SF,1,0,0,1,74,255,0,0,normal
ftp_data,SF,0,0,0,1,192,73,0,0,normal
ctf,S0,0,1,1,0.03,255,8,1,1,neptune
http,SF,1,0,0,1,6,255,0,0,normal
klogin,S0,0,1,1,0.06,255,9,1,1,neptune
private,S0,0,1,1,0.01,255,18,1,1,neptune
eco_i,SF,0,0,0,1,1,205,0,0,nmap
private,S0,0,1,1,0.1,255,3,1,1,neptune
efs,S0,0,1,1,0.15,255,15,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
other,SF,0,0.09,0,0.09,227,1,0.02,0,normal
domain_u,SF,0,0,0,0.99,255,241,0,0,normal
http_443,S0,0,1,1,0.11,255,5,1,1,neptune
bgp,S0,0,1,1,0.05,255,14,1,1,neptune
courier,S0,0,1,1,0.08,255,8,1,1,neptune
http,SF,1,0,0,1,23,255,0,0,normal
eco_i,SF,0,0,0,1,1,81,0,0,ipsweep
whois,S0,0,1,1,0.01,255,2,1,1,neptune
domain,S0,0,1,1,0.12,255,24,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,32,35,0,0.06,normal
ftp,S0,0,1,1,0.07,255,11,1,1,neptune
http,SF,1,0,0,1,1,255,0,0,normal
http,SF,1,0,0,1,45,255,0,0,normal
http,SF,1,0,0,1,201,255,0,0,normal
vmnet,S0,0,1,1,0.08,255,12,1,1,neptune
http,SF,1,0,0,1,45,255,0,0,normal
courier,S0,0,1,1,0.09,255,10,1,1,neptune
smtp,SF,1,0,0,0.5,52,175,0,0,normal
ftp_data,SF,1,0,0,1,133,48,0,0,normal
private,SF,0,0,0,1,134,62,0,0,teardrop
hostnames,REJ,0,0,0,0.04,255,11,0,0,neptune
domain_u,SF,0,0,0,0.99,255,254,0,0,normal
smtp,SF,1,0,0,1,57,138,0.02,0.01,normal
http,SF,1,0,0,1,53,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
time,S0,0,1,1,0.04,255,8,1,1,neptune
http,SF,1,0,0,1,5,255,0,0,normal
ecr_i,SF,0,0,0,1,255,206,0,0,smurf
http,SF,1,0,0,1,255,255,0,0,normal
http,S0,0,1,0.92,0.52,183,52,1,1,neptune
http,SF,1,0,0,1,240,255,0,0,normal
http,SF,1,0,0,1,252,252,0,0,back
private,S0,0,1,1,0.02,255,4,1,1,neptune
private,S0,0,1,1,0.03,255,9,1,1,neptune
eco_i,SF,0,0,0,1,2,66,0,0,ipsweep
private,S0,0,1,1,0.06,255,10,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
ftp_data,SF,1,0,0,1,255,85,0.01,0.04,warezclient
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,REJ,0,0,0,1,14,255,0,0,normal
eco_i,SF,0,0,0,1,2,48,0,0,ipsweep
private,REJ,0,0,0,0.15,255,12,0,0,neptune
eco_i,SF,0,0,0,1,2,18,0,0,ipsweep
http,SF,1,0,0,1,34,255,0,0,normal
private,S0,0,1,1,0.07,255,1,1,1,neptune
eco_i,SF,0,0,0,1,2,58,0,0,ipsweep
ftp_data,SF,1,0,0,1,199,33,0,0,normal
finger,S0,0,1,1,0.28,255,58,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,S0,0,1,1,0.08,255,22,1,1,neptune
ftp_data,S0,0,1,1,0.17,174,45,0.99,0.93,neptune
private,S0,0,1,1,0.06,255,8,1,1,neptune
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,191,255,0,0,normal
link,S0,0,1,1,0.05,255,11,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,216,255,0,0,normal
private,S0,0,1,1,0.03,255,20,1,1,neptune
ecr_i,SF,0,0,0,1,255,115,0,0,smurf
domain_u,SF,0,0,0,1,176,143,0,0,normal
smtp,SF,1,0,0,1,50,143,0,0.01,normal
other,SF,0,0,0,0.5,255,3,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,RSTR,0,0,0,1,255,2,0,0,portsweep
private,S0,0,1,1,0.11,155,24,0.91,1,neptune
ecr_i,SF,0,0,0,1,153,153,0,0,normal
finger,S0,0,1,1,0.07,255,2,1,1,neptune
http,SF,1,0,0,1,72,255,0,0,normal
http,SF,1,0,0,1,53,255,0,0,normal
domain_u,SF,0,0,0,0.99,255,241,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
telnet,S0,0,1,1,0.28,255,40,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
whois,S0,0,1,1,0.03,255,10,1,1,neptune
http,SF,1,0,0,1,88,255,0,0,normal
http,SF,1,0,0,1,1,255,0,0,normal
ecr_i,SF,0,0,0,1,255,178,0,0,smurf
daytime,S0,0,1,1,0.03,255,8,1,1,neptune
iso_tsap,S0,0,1,1,0.19,255,23,1,1,neptune
http,SF,1,0,0,1,26,255,0.04,0.01,normal
telnet,S0,0,1,1,0.02,255,16,1,1,neptune
eco_i,SF,0,0,0,1,1,75,0,0,ipsweep
http,SF,1,0,0,1,179,255,0,0,normal
other,SF,0,0,0,0.5,255,2,0,0,normal
private,S0,0,1,1,0.11,64,2,1,1,neptune
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,REJ,0,0,0,1,2,249,0,0,normal
http,SF,1,0,0,1,163,255,0,0,normal
smtp,SF,1,0,0,1,7,168,0,0,normal
http,SF,1,0,0,1,255,245,0.02,0.02,normal
ecr_i,SF,0,0,0,1,255,81,0.02,0,smurf
domain_u,SF,0,0,0,1,249,165,0,0,normal
http,SF,1,0,0,1,8,19,0,0,normal
http,S0,0,1,1,0.44,255,61,1,1,neptune
eco_i,SF,0,0,0,1,3,80,0,0,nmap
ftp,SF,1,0,0,1,146,27,0,0,normal
private,SF,0,0,0,1,10,10,0,0,normal
private,RSTR,0,0,0,1,255,2,0,0,portsweep
private,REJ,0,0,0,0.03,255,4,0,0,neptune
ftp_data,SF,1,0,0,1,9,17,0,0,warezclient
http,SF,1,0,0,1,26,255,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
http,SF,1,0,0,1,63,255,0,0,normal
private,REJ,0,0,0,0.15,255,19,0,0,neptune
domain_u,SF,0,0,0,0.99,255,254,0,0,normal
netstat,REJ,0,0,0,0.04,255,4,0,0,neptune
private,S0,0,1,1,0,255,20,1,1,neptune
http,SF,1,0,0,1,4,255,0,0,normal
private,SF,0,0,0,1,213,181,0,0,nmap
http,SF,1,0,0,1,42,255,0,0,normal
private,S0,0,1,1,0.37,255,21,1,1,neptune
private,SF,0,0.55,0,0.45,255,82,0.09,0,teardrop
telnet,S0,0,1,1,0.05,255,17,1,1,neptune
domain_u,SF,0,0,0,1,255,242,0,0,normal
netstat,S0,0,1,1,0.13,255,6,1,1,neptune
other,SF,1,0.04,0,0.04,255,1,0,0,normal
eco_i,SF,0,0,0,1,1,101,0,0,nmap
gopher,S0,0,1,1,0.01,255,19,1,1,neptune
http,SF,1,0,0,1,9,255,0,0,normal
smtp,SF,1,0,0,1,201,128,0.02,0.02,normal
http,SF,1,0,0,1,106,255,0,0,normal
domain_u,SF,0,0,0,1,255,231,0,0,normal
http,REJ,0,0,0,1,2,255,0,0,normal
http,SF,1,0,0,1,100,255,0,0,normal
auth,S0,0,1,1,0.02,255,4,1,1,neptune
http,SF,1,0,0,1,255,246,0,0,normal
pop_3,SF,1,0,0,1,88,5,0.01,0,normal
http,SF,1,0,0,1,29,255,0,0.01,normal
http,SF,1,0,0,1,46,255,0,0,normal
eco_i,SF,0,0,0,1,2,118,0,0,ipsweep
ctf,REJ,0,0,0,0.04,255,10,0,0,neptune
smtp,SF,1,0,0,1,34,141,0,0,normal
http,SF,1,0,0,1,255,248,0,0,normal
ecr_i,SF,0,0,0,1,255,50,0.22,0,smurf
telnet,S0,0,1,1,0.17,255,5,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,241,0,0,normal
http,SF,1,0,0,1,79,255,0,0,normal
http,SF,1,0,0,1,188,255,0,0,normal
smtp,RSTO,0,0,0,0.01,255,2,0,0,neptune
domain_u,SF,0,0,0,1,255,228,0,0,normal
private,RSTR,0,0,0,1,255,1,0,0,portsweep
http,SF,1,0,0,1,114,255,0,0,normal
ftp_data,SF,1,0,0,1,13,42,0.31,0,normal
http,SF,1,0,0,1,33,255,0,0.01,normal
http,SF,1,0,0,1,255,255,0,0,normal
daytime,RSTO,0,0,0,0.07,255,17,0,0,neptune
http,SF,1,0,0,1,255,255,0,0,normal
netbios_ns,S0,0,1,1,0.08,255,19,1,1,neptune
http,SF,1,0,0.05,1,255,255,0,0,normal
http,SF,1,0,0,1,24,24,0,0,normal
urp_i,SF,0,0,0,0.5,255,21,0,0,normal
private,S0,0,1,1,0.14,255,21,1,1,neptune
eco_i,SF,0,0,0,1,4,184,0,0,nmap
ftp,SF,1,0,0,1,243,60,0,0,normal
http,SF,1,0,0,1,79,255,0,0,normal
private,S0,0,1,1,0.04,255,10,1,1,neptune
nntp,S0,0,1,1,0.02,255,3,1,1,neptune
eco_i,SF,0,0,0,1,1,234,0,0,ipsweep
echo,S0,0,1,1,0.12,255,7,1,1,neptune
netbios_ssn,REJ,0,0,0,0,255,1,0,0,neptune
courier,S0,0,1,1,0.04,255,11,1,1,neptune
http,SF,1,0,0,1,24,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
hostnames,S0,0,1,1,0.04,255,10,1,1,neptune
auth,S0,0,1,1,0.05,255,4,1,1,neptune
ftp,SF,1,0,0,1,41,8,0,0,normal
telnet,SF,1,0,0,1,32,9,0.03,0.11,normal
http,SF,1,0,0,1,203,203,0,0,back
domain_u,SF,0,0,0,1,14,13,0,0,normal
private,S0,0,1,1,0.01,255,7,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,1,255,0,0,normal
private,S0,0,1,1,0.06,255,17,1,1,neptune
uucp,RSTO,0,0,0,0.1,255,12,0,0,neptune
systat,S0,0,1,1,0.11,255,13,1,1,neptune
http,REJ,0,0,0.33,1,6,93,0,0,normal
smtp,SF,1,0,0,0.33,198,134,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
netbios_ns,S0,0,1,1,0.05,255,7,1,1,neptune
iso_tsap,REJ,0,0,0,0.06,255,14,0,0,neptune
ecr_i,SF,0,0,0,1,255,37,0.07,0,smurf
private,S0,0,1,1,0.19,255,22,1,1,neptune
csnet_ns,REJ,0,0,0,0.05,255,13,0,0,neptune
smtp,SF,1,0,0,1,255,79,0.44,0,normal
private,SF,0,0,0,1,96,95,0,0,normal
smtp,SF,1,0,0,1,28,194,0,0.02,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,84,255,0.01,0,normal
http,SF,1,0,0,1,5,255,0,0,normal
http,SF,1,0,0,1,52,255,0,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
telnet,S0,0,1,1,0.44,255,47,1,1,neptune
finger,RSTO,0,0,0,0.07,255,19,0,0,neptune
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,4,252,0,0,normal
http,SF,1,0,0,1,3,255,0,0,normal
http,SF,1,0,0,1,115,255,0,0,normal
private,S0,0,1,1,0.01,255,15,1,1,neptune
http,SF,1,0,0,1,103,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,228,0,0,normal
private,REJ,0,0,0,0.5,255,1,0,0,portsweep
http,SF,1,0,0,1,15,162,0,0,normal
smtp,SF,1,0,0,1,9,200,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http_443,S0,0,1,1,0.07,255,15,1,1,neptune
uucp,S0,0,1,1,0.13,255,17,1,1,neptune
pop_2,S0,0,1,1,0.06,255,16,1,1,neptune
private,REJ,0,0.05,0,0.01,255,1,0.03,0,satan
bgp,S0,0,1,1,0.02,255,3,1,1,neptune
iso_tsap,S0,0,1,1,0.01,255,1,1,1,neptune
http,REJ,0,0,0,1,55,255,0,0,normal
other,SF,0,0,0,1,255,1,0,0,normal
bgp,REJ,0,0,0,0.04,255,9,0,0,neptune
uucp,S0,0,1,1,0.07,255,9,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
sql_net,S0,0,1,1,0.07,255,8,1,1,neptune
ftp_data,SF,0,0,0,1,158,68,0,0,normal
other,SF,0,0,0,0.33,255,1,0,0,normal
private,S0,0,1,1,0.07,255,3,1,1,neptune
ftp_data,SF,0,0,0,1,255,74,0,0,normal
ecr_i,SF,0,0,0,1,255,255,0,0,smurf
http,SF,1,0,0,1,54,255,0,0,normal
netstat,S0,0,1,1,0.02,255,9,1,1,neptune
http,SF,1,0,0,1,103,255,0,0,normal
domain_u,SF,0,0,0,1,95,223,0,0,normal
link,S0,0,1,1,0.05,255,11,1,1,neptune
smtp,SF,1,0,0,1,208,245,0,0,normal
eco_i,SF,0,0,0,1,2,255,0,0,ipsweep
ecr_i,SF,0,0,0,1,171,77,0.01,0,smurf
csnet_ns,S0,0,1,1,0.07,255,8,1,1,neptune
http,SF,1,0,0,1,41,255,0,0,normal
csnet_ns,S0,0,1,1,0.02,255,4,1,1,neptune
http,SF,1,0,0,1,35,255,0,0,normal
private,SF,0,0,0,0.69,255,139,0,0,satan
private,S0,0,1,1,0,255,20,1,1,neptune
domain_u,SF,0,0,0,1,248,233,0,0,normal
name,REJ,0,0,0,0.07,255,17,0,0,neptune
uucp,RSTO,0,0,0,0.11,255,15,0,0,neptune
smtp,SF,1,0,0,1,107,183,0,0.03,normal
http,SF,1,0,0,1,9,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.05,255,2,1,1,neptune
private,REJ,0,0,0,0.05,255,12,0,0,neptune
finger,S0,0,1,1,0.2,255,63,1,1,neptune
smtp,SF,1,0,0,1,49,173,0,0,normal
ftp_data,REJ,0,0.07,0,0.02,255,8,0.08,0,satan
other,SF,0,0,0,0.5,196,2,0,0,normal
private,REJ,0,0,0,0.05,255,6,0,0,neptune
private,RSTO,0,0,0,0.14,255,20,0,0,neptune
hostnames,S0,0,1,1,0.33,255,10,1,1,neptune
http,SF,1,0,0,1,1,255,0,0.01,normal
http,REJ,0,0,0,1,66,255,0,0,normal
smtp,SF,1,0,0,1,60,164,0,0,normal
ecr_i,SF,0,0,0,1,193,99,0.01,0,smurf
mtp,S0,0,1,1,0,255,1,1,1,neptune
bgp,S0,0,1,1,0.07,255,18,1,1,neptune
http,REJ,0,0,0,1,11,73,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,39,255,0.03,0,normal
domain_u,SF,0,0,0,1,255,235,0,0,normal
private,S0,0,1,1,0.04,255,15,1,1,neptune
Z39_50,REJ,0,0,0,0.06,255,7,0,0,neptune
private,SF,0,0,0,1,58,50,0,0,nmap
http,SF,1,0,0,1,36,255,0,0.01,normal
domain_u,SF,0,0,0,1,247,182,0,0,normal
echo,S0,0,1,1,0.01,255,2,1,1,neptune
ecr_i,SF,0,0,0,1,159,159,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
smtp,SF,1,0,0,1,187,134,0,0,normal
http,SF,1,0,0,1,106,255,0,0,normal
http,SF,1,0,0,1,37,255,0,0,normal
http,SF,1,0,0,1,11,255,0,0,normal
gopher,S0,0,1,1,0.07,255,13,1,1,neptune
http,SF,1,0,0,1,35,255,0,0,normal
http,SF,0,0.25,0.2,1,4,255,0.25,0.01,normal
http,SF,1,0,0,1,7,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,255,237,0,0,normal
smtp,SF,1,0,0,1,78,246,0,0,normal
netstat,S0,0,1,1,0.02,255,18,1,1,neptune
private,SF,0,0,0,1,88,16,0,0,teardrop
other,SF,0,0,0,1,255,1,0,0,normal
http,SF,1,0,0,1,29,255,0,0,normal
private,S0,0,1,1,0.01,255,1,1,1,neptune
http,REJ,0,0,0,1,2,255,0,0,normal
http,SF,1,0,0,1,15,255,0,0,normal
uucp,S0,0,1,1,0.14,255,20,1,1,neptune
ftp_data,SF,0,0,0,1,100,50,0.01,0,normal
domain_u,SF,0,0,0,1,255,253,0,0,normal
private,S0,0,1,1,0.04,255,7,1,1,neptune
private,RSTR,0,0,0,1,255,1,0,0,portsweep
domain_u,SF,0,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,255,253,0,0,normal
discard,S0,0,1,1,0.02,255,4,1,1,neptune
private,S0,0,1,1,0.06,160,15,1,1,neptune
http,SF,1,0,0,1,17,255,0,0,normal
http,SF,1,0,0,1,35,255,0,0,normal
private,S0,0,1,1,0.09,255,7,1,1,neptune
ftp_data,REJ,0,0,0,0.02,255,5,0,0,neptune
netbios_dgm,REJ,0,0,0,0.02,255,2,0,0,neptune
private,SF,0,0,0,0.67,255,245,0,0,normal
private,S0,0,1,1,0.36,255,6,1,1,neptune
http,SF,1,0,0,1,75,255,0,0,normal
private,REJ,0,0.11,0,0,255,1,0.1,0,satan
private,S0,0,1,1,0.08,255,8,1,1,neptune
private,S0,0,1,1,0.12,60,12,1,1,neptune
other,SF,0,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,118,255,0,0,normal
http,SF,1,0,0,1,67,255,0,0,normal
http,SF,1,0,0,1,38,255,0,0,normal
http,S3,1,1,1,1,255,248,0.01,0.01,normal
http,SF,1,0,0,1,255,231,0,0,normal
private,S0,0,1,1,0.15,255,28,1,1,neptune
private,REJ,0,0,0,0.03,255,9,0,0,neptune
domain_u,SF,0,0,0,1,255,245,0,0,normal
http,SF,1,0,0,1,234,255,0.02,0.02,normal
private,REJ,0,0,0,0.06,255,14,0,0,neptune
ftp,SF,1,0,0,1,131,37,0,0,normal
private,S0,0,1,1,1,255,16,1,1,neptune
finger,SF,0,0,0,1,255,10,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
private,S0,0,1,1,0.08,255,14,1,1,neptune
http,S0,0,0.5,0.67,0.5,255,43,1,1,neptune
private,S0,0,1,1,0.04,255,9,1,1,neptune
http,SF,1,0,0,1,255,255,0,0,normal
domain_u,SF,0,0,0,1,255,254,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,15,255,0,0,normal
ftp_data,SF,1,0,0,1,111,38,0,0,normal
private,SF,0,0,0,0.12,255,2,0.03,0,satan
http,SF,1,0,0,1,255,255,0,0,normal
imap4,S0,0,1,1,0.28,255,14,1,1,neptune
gopher,REJ,0,0,0,0.05,255,11,0,0,neptune
smtp,SF,1,0,0,1,141,82,0.01,0,normal
ntp_u,SF,0,0,0,1,101,22,0,0,normal
private,RSTR,0,0,0,0.01,255,2,0,0,portsweep
http,SF,1,0,0,1,255,255,0,0,normal
http,SF,1,0,0,1,47,255,0,0,normal
private,RSTR,0,0,0,1,255,1,0,0,portsweep
http,SF,1,0,0,1,255,255,0,0,normal
ftp_data,S0,0,1,1,0.21,255,12,1,1,neptune
private,REJ,0,0.04,0,0,255,1,0.04,0,satan
http,SF,1,0,0,1,255,255,0,0,normal
netbios_ssn,S0,0,1,1,0.07,255,21,1,1,neptune
http,SF,1,0,0,1,43,255,0,0,normal
smtp,SF,1,0,0,1,255,122,0.36,0.42,normal
